,status,walkscore,snapped_lat,snapped_lon,bike_score
343,1,55.0,47.6355,-122.199,50.0
344,1,4.0,47.532,-122.1315,10.0
345,1,14.0,47.673,-122.079,55.0
346,1,13.0,47.673,-122.076,46.0
347,1,47.0,47.6565,-122.2005,41.0
348,1,6.0,47.643,-122.238,27.0
349,1,29.0,47.631,-122.304,84.0
350,1,9.0,47.604,-122.0775,52.0
351,1,64.0,47.661,-122.1945,55.0
352,1,55.0,47.6865,-122.2125,48.0
353,1,23.0,47.6355,-122.232,51.0
354,1,20.0,47.568,-122.2305,9.0
355,1,44.0,47.631,-122.211,37.0
356,1,54.0,47.619,-122.2845,73.0
357,1,27.0,47.592,-122.2875,55.0
358,1,50.0,47.6325,-122.208,36.0
359,1,18.0,47.7,-122.232,6.0
360,1,44.0,47.6145,-122.217,34.0
361,1,23.0,47.6235,-122.2185,22.0
362,1,37.0,47.685,-122.187,36.0
363,1,23.0,47.565,-122.22,34.0
364,1,77.0,47.61,-122.298,94.0
365,1,77.0,47.61,-122.298,94.0
366,1,36.0,47.553,-122.1105,25.0
367,1,72.0,47.5815,-122.241,40.0
368,1,48.0,47.6535,-122.2035,29.0
369,1,61.0,47.6835,-122.214,34.0
370,1,2.0,47.631,-122.088,19.0
371,1,5.0,47.649,-122.1645,37.0
372,1,11.0,47.5665,-122.127,4.0
373,1,50.0,47.616,-122.2155,18.0
374,1,27.0,47.6895,-122.1315,70.0
375,1,52.0,47.58,-122.2425,20.0
376,1,25.0,47.583,-122.1945,46.0
377,1,60.0,47.583,-122.2275,59.0
378,1,14.0,47.6265,-122.22,26.0
379,1,58.0,47.6205,-122.2125,39.0
380,1,20.0,47.634,-122.2365,45.0
381,1,9.0,47.64,-122.2395,37.0
382,1,7.0,47.58,-122.112,35.0
383,1,13.0,47.67,-122.4165,30.0
384,1,29.0,47.5515,-122.112,17.0
385,1,80.0,47.493,-121.782,75.0
386,1,32.0,47.661,-122.271,31.0
387,1,62.0,47.6295,-122.283,37.0
388,1,34.0,47.5725,-122.283,64.0
389,1,17.0,47.595,-122.1765,36.0
390,1,2.0,47.727,-122.04,25.0
391,1,71.0,47.5305,-122.2665,62.0
392,1,70.0,47.589,-122.2425,55.0
393,1,60.0,47.583,-122.2275,59.0
394,1,20.0,47.5605,-122.4015,22.0
395,1,26.0,47.583,-122.196,42.0
396,1,63.0,47.643,-122.4075,50.0
397,1,4.0,47.661,-122.0715,10.0
398,1,36.0,47.703,-122.2215,37.0
399,1,16.0,47.628,-122.2215,16.0
400,1,23.0,47.5845,-122.2005,28.0
401,1,58.0,47.6025,-122.2035,23.0
402,1,5.0,47.544,-122.2095,33.0
403,1,63.0,47.682,-122.19,37.0
404,1,40.0,47.6385,-122.2065,27.0
405,1,27.0,47.6385,-122.2905,49.0
406,1,69.0,47.625,-122.1975,63.0
407,1,15.0,47.556,-122.223,36.0
408,1,27.0,47.586,-122.193,58.0
409,1,3.0,47.619,-121.9935,13.0
410,1,5.0,47.535,-122.241,12.0
411,1,10.0,47.745,-122.1945,44.0
412,1,54.0,47.7615,-122.3685,28.0
413,1,85.0,47.622,-122.2065,41.0
414,1,22.0,47.4195,-122.3415,34.0
415,1,50.0,47.6145,-122.154,52.0
416,1,36.0,47.6355,-122.1705,37.0
417,1,13.0,47.5275,-122.2305,14.0
418,1,89.0,47.613,-122.2875,72.0
419,1,26.0,47.565,-122.2245,24.0
420,1,0.0,47.715,-122.058,21.0
421,1,22.0,47.562,-122.226,9.0
422,1,88.0,47.6805,-122.1975,53.0
423,1,18.0,47.6415,-122.2155,47.0
424,1,1.0,47.5365,-122.1135,8.0
425,1,9.0,47.535,-121.8585,29.0
426,1,1.0,47.628,-122.0055,22.0
427,1,15.0,47.6145,-122.226,22.0
428,1,21.0,47.6325,-122.232,44.0
429,1,24.0,47.562,-122.2245,9.0
430,1,46.0,47.586,-122.2245,46.0
431,1,20.0,47.631,-122.2245,16.0
432,1,15.0,47.5725,-122.208,13.0
433,1,37.0,47.685,-122.187,36.0
434,1,27.0,47.6295,-122.364,63.0
435,1,66.0,47.637,-122.319,78.0
436,1,11.0,47.7,-122.229,6.0
437,1,66.0,47.616,-122.2125,26.0
438,1,18.0,47.6535,-122.1915,27.0
439,1,21.0,47.727,-122.28,67.0
440,1,20.0,47.664,-122.1765,58.0
441,1,7.0,47.733,-122.3715,7.0
442,1,30.0,47.661,-122.1765,50.0
443,1,82.0,47.628,-122.3595,56.0
444,1,19.0,47.694,-122.271,51.0
445,1,80.0,40.7535,-74.187,60.0
446,1,84.0,47.607,-122.1945,68.0
447,1,47.0,47.598,-122.202,32.0
448,1,71.0,47.628,-122.3025,80.0
449,1,3.0,47.5485,-122.109,7.0
450,1,2.0,47.73,-122.046,26.0
451,1,4.0,47.7525,-122.1195,22.0
452,1,15.0,47.538,-122.2395,24.0
453,1,29.0,47.5515,-122.1135,22.0
454,1,22.0,47.5785,-122.076,61.0
455,1,1.0,47.2335,-121.9755,20.0
456,1,94.0,40.761,-74.0385,48.0
457,1,49.0,47.532,-122.2635,48.0
458,1,10.0,47.6445,-122.157,21.0
459,1,20.0,47.637,-122.22,42.0
460,1,63.0,47.658,-122.2005,38.0
461,1,63.0,47.619,-122.286,68.0
462,1,27.0,47.6385,-122.2905,49.0
463,1,19.0,47.529,-122.205,38.0
464,1,34.0,47.685,-122.1855,37.0
465,1,25.0,47.583,-122.1945,46.0
466,1,50.0,47.6145,-122.154,52.0
467,1,60.0,47.6325,-122.199,56.0
468,1,48.0,47.6025,-122.193,62.0
469,1,25.0,47.6925,-122.2125,56.0
470,1,57.0,47.6505,-122.3715,67.0
471,1,51.0,47.589,-122.391,82.0
472,1,5.0,47.598,-122.082,38.0
473,1,26.0,47.619,-122.238,26.0
474,1,11.0,47.568,-122.1195,18.0
475,1,15.0,47.5695,-122.187,53.0
476,1,41.0,47.631,-122.2905,77.0
477,1,82.0,47.613,-122.2095,26.0
478,1,27.0,47.619,-122.223,15.0
479,1,0.0,47.712,-122.0625,24.0
480,1,37.0,47.6475,-122.124,27.0
481,1,83.0,47.637,-122.322,71.0
482,1,23.0,47.6055,-122.157,42.0
483,1,3.0,47.544,-122.1135,10.0
484,1,1.0,47.6235,-122.0685,26.0
485,1,21.0,47.574,-122.208,18.0
486,1,13.0,47.6415,-122.157,18.0
487,1,4.0,47.6835,-122.0565,22.0
488,1,39.0,47.619,-122.16,24.0
489,1,4.0,47.643,-122.16,29.0
490,1,22.0,47.6115,-122.1585,23.0
491,1,48.0,47.577,-122.226,41.0
492,1,60.0,47.685,-122.2125,50.0
493,1,0.0,47.454,-121.7715,12.0
494,1,9.0,47.5785,-122.112,14.0
495,1,35.0,47.691,-122.202,41.0
496,1,18.0,47.637,-122.211,40.0
497,1,19.0,47.583,-122.082,55.0
498,1,65.0,47.6055,-122.208,20.0
499,1,59.0,47.6625,-122.1675,58.0
500,1,11.0,47.5905,-122.3925,58.0
501,1,2.0,47.586,-121.9365,15.0
502,1,5.0,47.5425,-122.196,34.0
503,1,2.0,47.556,-122.193,34.0
504,1,7.0,47.67,-121.9935,25.0
505,1,27.0,47.7075,-122.229,6.0
506,1,3.0,47.664,-121.986,15.0
507,1,11.0,47.5095,-122.235,22.0
508,1,28.0,47.6055,-122.1555,57.0
509,1,22.0,47.6505,-122.199,24.0
510,1,3.0,47.601,-122.0595,42.0
511,1,1.0,47.706,-122.067,33.0
512,1,34.0,47.7,-122.202,29.0
513,1,10.0,47.592,-122.391,58.0
514,1,15.0,47.5785,-122.193,59.0
515,1,71.0,47.7255,-122.208,61.0
516,1,76.0,47.6385,-122.391,75.0
517,1,10.0,47.592,-122.3925,47.0
518,1,3.0,47.6295,-122.088,15.0
519,1,1.0,47.5365,-121.9815,8.0
520,1,26.0,47.5125,-122.3925,10.0
521,1,18.0,47.5005,-122.3685,26.0
522,1,30.0,47.571,-122.139,28.0
523,1,34.0,47.67,-122.409,35.0
524,1,6.0,47.64,-122.184,45.0
525,1,31.0,47.634,-122.118,61.0
526,1,19.0,47.556,-122.2245,21.0
527,1,4.0,47.667,-121.986,
528,1,5.0,47.565,-122.211,9.0
529,1,26.0,47.64,-122.1555,25.0
530,1,95.0,47.6595,-122.334,82.0
531,1,31.0,47.691,-122.217,26.0
532,1,61.0,47.6355,-122.202,52.0
533,1,74.0,47.631,-122.283,36.0
534,1,37.0,47.649,-122.202,35.0
535,1,14.0,47.6265,-122.22,26.0
536,1,75.0,47.67,-122.1945,66.0
537,1,4.0,47.5575,-122.211,8.0
538,1,6.0,47.6205,-121.9575,10.0
539,1,30.0,47.538,-122.235,35.0
540,1,72.0,47.5845,-122.2275,58.0
541,1,11.0,47.532,-122.2185,22.0
542,1,20.0,47.565,-122.2185,32.0
543,1,19.0,47.529,-122.205,38.0
544,1,21.0,47.559,-122.22,25.0
545,1,42.0,47.667,-122.2665,54.0
546,1,2.0,47.6745,-122.0235,33.0
547,1,40.0,47.5365,-122.2305,43.0
548,1,71.0,47.637,-122.406,33.0
549,1,45.0,47.6835,-122.1885,39.0
550,1,21.0,47.637,-122.229,57.0
551,1,68.0,47.685,-122.2095,47.0
552,1,23.0,47.6325,-122.2275,39.0
553,1,8.0,47.6265,-122.013,23.0
554,1,3.0,47.7255,-122.043,24.0
555,1,7.0,47.403,-122.4585,39.0
556,1,72.0,47.5845,-122.2275,58.0
557,1,10.0,47.6535,-122.1585,32.0
558,1,21.0,47.535,-122.235,31.0
559,1,9.0,47.613,-122.0055,16.0
560,1,13.0,47.6415,-122.157,18.0
561,1,20.0,47.67,-122.4135,40.0
562,1,4.0,47.6415,-122.181,18.0
563,1,63.0,47.631,-122.2005,58.0
564,1,9.0,47.562,-122.2305,10.0
565,1,66.0,47.6835,-122.2125,49.0
566,1,7.0,47.6415,-122.163,24.0
567,1,27.0,47.7285,-122.2815,44.0
568,1,4.0,47.4345,-122.0565,44.0
569,1,5.0,47.535,-122.2395,12.0
570,1,89.0,47.64,-122.325,76.0
571,1,99.0,47.619,-122.319,90.0
572,1,99.0,47.619,-122.319,90.0
573,1,89.0,47.64,-122.325,76.0
574,1,60.0,47.6175,-122.2155,18.0
575,1,33.0,47.5695,-122.223,31.0
576,1,44.0,41.4945,-90.4335,42.0
577,1,77.0,47.6685,-122.2065,62.0
578,1,0.0,47.5995,-122.0055,21.0
579,1,6.0,47.487,-121.809,3.0
580,1,6.0,47.745,-122.37,8.0
581,1,43.0,47.6115,-122.154,59.0
582,1,4.0,47.583,-122.0715,25.0
583,1,56.0,47.658,-122.1975,58.0
584,1,19.0,47.5575,-122.226,13.0
585,1,50.0,47.6145,-122.154,52.0
586,1,18.0,47.583,-122.202,56.0
587,1,44.0,47.7015,-122.166,44.0
588,1,62.0,47.6655,-122.2065,61.0
589,1,74.0,47.631,-122.283,36.0
590,1,3.0,47.5455,-122.235,21.0
591,1,18.0,47.7045,-122.2455,26.0
592,1,0.0,47.451,-122.3805,32.0
593,1,24.0,47.6625,-122.2695,32.0
594,1,6.0,47.772,-122.1105,36.0
595,1,0.0,47.712,-122.064,27.0
596,1,8.0,47.646,-122.418,13.0
597,1,95.0,47.6025,-122.3175,85.0
598,1,42.0,47.5935,-122.232,44.0
599,1,40.0,47.5755,-122.1465,33.0
600,1,66.0,47.6355,-122.403,35.0
601,1,95.0,47.6025,-122.3175,85.0
602,1,95.0,47.6025,-122.3175,85.0
603,1,95.0,47.6025,-122.3175,85.0
604,1,29.0,47.6295,-122.3655,66.0
605,1,12.0,47.6565,-122.1255,50.0
606,1,61.0,47.625,-122.205,47.0
607,1,7.0,47.58,-122.112,35.0
608,1,17.0,47.547,-122.232,24.0
609,1,50.0,47.5905,-122.2455,60.0
610,1,9.0,47.67,-122.259,37.0
611,1,72.0,47.6835,-122.205,50.0
612,1,28.0,47.7015,-122.1975,22.0
613,1,67.0,47.661,-122.205,44.0
614,1,31.0,47.5935,-122.289,57.0
615,1,18.0,47.628,-122.2275,34.0
616,1,21.0,47.6205,-122.223,20.0
617,1,25.0,47.6925,-122.2125,56.0
618,1,61.0,47.5785,-122.286,83.0
619,1,50.0,47.6115,-122.124,47.0
620,1,6.0,47.589,-122.0475,33.0
621,1,30.0,38.9595,-74.907,48.0
622,1,33.0,47.6805,-122.274,53.0
623,1,8.0,47.6715,-122.256,46.0
624,1,22.0,47.6295,-122.217,21.0
625,1,2.0,47.544,-122.112,8.0
626,1,47.0,47.634,-122.367,55.0
627,1,62.0,47.673,-122.172,60.0
628,1,4.0,47.5485,-122.211,9.0
629,1,25.0,47.6925,-122.2005,46.0
630,1,32.0,47.661,-122.271,31.0
