RegionID,SizeRank,RegionName,County,RegionType,StateName,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23
395078,15,"Seattle, WA",King County,msa,WA,529950,558000,569950,565000,580000,595000,595000,590000,595000,580000,569900,559000,560000,585000,599000,625000,629950,645000,629000,620000,635000,625000,600000,589000,625000,675000,715000,750000,750000,750000,739925,719950,715000,699000,679900,659950,650000,679000
