,status,walkscore,description,updated,logo_url,more_info_icon,more_info_link,ws_link,help_link,snapped_lat,snapped_lon,transit,bike
722,1,4.0,Car-Dependent,2023-02-09 07:44:38.067573,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.33145/lng=-122.169565/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.331,-122.169,"{'score': None, 'description': None, 'summary': None}","{'score': 32, 'description': 'Somewhat Bikeable'}"
723,1,61.0,Somewhat Walkable,2023-02-09 07:43:20.432473,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.49931/lng=-122.18802/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.499,-122.1885,"{'score': None, 'description': None, 'summary': None}","{'score': 48, 'description': 'Somewhat Bikeable'}"
724,1,17.0,Car-Dependent,2023-02-09 08:07:01.716740,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.35898/lng=-122.081585/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.3595,-122.082,,"{'score': 33, 'description': 'Somewhat Bikeable'}"
725,1,22.0,Car-Dependent,2023-02-09 07:20:14.567498,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.502745/lng=-122.34806/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.502,-122.3475,,"{'score': 53, 'description': 'Bikeable'}"
726,1,53.0,Somewhat Walkable,2023-02-08 23:32:49.663678,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.762/lng=-122.36189/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7615,-122.3625,"{'score': None, 'description': None, 'summary': None}","{'score': 41, 'description': 'Somewhat Bikeable'}"
727,1,74.0,Very Walkable,2023-02-01 05:10:50.125859,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.19774/lng=-121.997625/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.1975,-121.998,,"{'score': 52, 'description': 'Bikeable'}"
728,1,91.0,Walker's Paradise,2023-02-01 05:10:58.815993,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.201695/lng=-121.993365/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.202,-121.9935,,"{'score': 54, 'description': 'Bikeable'}"
729,1,1.0,Car-Dependent,2023-02-09 04:25:26.327349,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.66668/lng=-122.05416/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.667,-122.0535,,"{'score': 18, 'description': 'Somewhat Bikeable'}"
730,1,8.0,Car-Dependent,2023-02-09 04:34:28.272638,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.546025/lng=-122.116807/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5455,-122.1165,"{'score': None, 'description': None, 'summary': None}","{'score': 17, 'description': 'Somewhat Bikeable'}"
731,1,25.0,Car-Dependent,2023-02-09 08:16:15.390263,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.44001/lng=-122.18313/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4405,-122.1825,"{'score': None, 'description': None, 'summary': None}","{'score': 29, 'description': 'Somewhat Bikeable'}"
732,1,13.0,Car-Dependent,2022-10-03 01:28:16.707990,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=40.66869000000001/lng=-95.85183/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,40.668,-95.8515,,"{'score': 14, 'description': 'Somewhat Bikeable'}"
733,1,16.0,Car-Dependent,2023-02-09 07:44:54.397647,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.48196/lng=-122.23813/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4825,-122.238,,"{'score': 5, 'description': 'Somewhat Bikeable'}"
734,1,89.0,Very Walkable,2023-02-09 03:31:45.947611,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.67453/lng=-122.30795/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.6745,-122.3085,"{'score': None, 'description': None, 'summary': None}","{'score': 83, 'description': 'Very Bikeable'}"
735,1,17.0,Car-Dependent,2023-02-09 07:06:38.899525,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.346065/lng=-122.2833/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.346,-122.283,,"{'score': 21, 'description': 'Somewhat Bikeable'}"
736,1,28.0,Car-Dependent,2023-02-09 07:12:56.035688,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.33048/lng=-122.35593/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.331,-122.3565,"{'score': None, 'description': None, 'summary': None}","{'score': 39, 'description': 'Somewhat Bikeable'}"
737,1,3.0,Car-Dependent,2023-02-09 08:17:13.269803,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.326/lng=-122.09269/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.3265,-122.0925,,
738,1,95.0,Walker's Paradise,2023-02-09 03:28:10.034874,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.67757/lng=-122.32308/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.6775,-122.3235,"{'score': None, 'description': None, 'summary': None}","{'score': 91, 'description': ""Biker's Paradise""}"
739,1,18.0,Car-Dependent,2023-02-09 03:35:31.991023,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.72313/lng=-122.2811/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7225,-122.2815,"{'score': None, 'description': None, 'summary': None}","{'score': 44, 'description': 'Somewhat Bikeable'}"
740,1,36.0,Car-Dependent,2023-02-09 08:09:41.392904,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.3583/lng=-122.05581/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.358,-122.0565,"{'score': None, 'description': None, 'summary': None}","{'score': 27, 'description': 'Somewhat Bikeable'}"
741,1,1.0,Car-Dependent,2023-02-09 04:37:25.270206,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.62246500000001/lng=-122.063765/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.622,-122.064,"{'score': None, 'description': None, 'summary': None}","{'score': 19, 'description': 'Somewhat Bikeable'}"
742,1,32.0,Car-Dependent,2023-02-09 07:27:34.855927,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.4855/lng=-122.315065/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4855,-122.3145,"{'score': None, 'description': None, 'summary': None}","{'score': 62, 'description': 'Bikeable'}"
743,1,26.0,Car-Dependent,2023-02-09 03:23:54.990057,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.50622/lng=-122.37942/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5065,-122.379,"{'score': None, 'description': None, 'summary': None}","{'score': 23, 'description': 'Somewhat Bikeable'}"
744,1,77.0,Very Walkable,2023-02-09 03:33:01.237991,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.56748/lng=-122.37058/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.568,-122.37,"{'score': None, 'description': None, 'summary': None}","{'score': 77, 'description': 'Very Bikeable'}"
745,1,0.0,Car-Dependent,2023-02-09 07:42:48.732772,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.47081/lng=-122.10036/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4705,-122.1,,"{'score': 2, 'description': 'Somewhat Bikeable'}"
746,1,34.0,Car-Dependent,2023-02-09 03:22:13.462089,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.50991/lng=-122.257375/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5095,-122.2575,"{'score': None, 'description': None, 'summary': None}","{'score': 37, 'description': 'Somewhat Bikeable'}"
747,1,45.0,Car-Dependent,2023-02-08 23:53:35.388115,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.76412/lng=-122.26534/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7645,-122.265,"{'score': None, 'description': None, 'summary': None}","{'score': 32, 'description': 'Somewhat Bikeable'}"
748,1,7.0,Car-Dependent,2023-02-09 07:37:22.672941,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.49204/lng=-122.02728/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4915,-122.028,,"{'score': 14, 'description': 'Somewhat Bikeable'}"
749,1,1.0,Car-Dependent,2023-02-09 04:30:39.734567,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.593395/lng=-122.00727/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5935,-122.007,"{'score': None, 'description': None, 'summary': None}","{'score': 26, 'description': 'Somewhat Bikeable'}"
750,1,9.0,Car-Dependent,2023-02-09 04:29:57.166818,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.548065/lng=-122.158171/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5485,-122.1585,"{'score': None, 'description': None, 'summary': None}","{'score': 18, 'description': 'Somewhat Bikeable'}"
751,1,15.0,Car-Dependent,2023-02-09 04:29:11.436114,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.71888/lng=-122.224355/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7195,-122.2245,"{'score': None, 'description': None, 'summary': None}","{'score': 9, 'description': 'Somewhat Bikeable'}"
752,1,72.0,Very Walkable,2023-02-09 03:31:28.984810,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.54995/lng=-122.273005/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.55,-122.2725,"{'score': None, 'description': None, 'summary': None}","{'score': 47, 'description': 'Somewhat Bikeable'}"
753,1,16.0,Car-Dependent,2023-02-09 00:37:17.849762,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.77234/lng=-122.22068/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.772,-122.22,"{'score': None, 'description': None, 'summary': None}","{'score': 30, 'description': 'Somewhat Bikeable'}"
754,1,74.0,Very Walkable,2023-02-09 03:31:49.764851,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.69503/lng=-122.36317/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.6955,-122.3625,"{'score': None, 'description': None, 'summary': None}","{'score': 83, 'description': 'Very Bikeable'}"
755,1,50.0,Somewhat Walkable,2023-02-09 04:23:13.517106,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.596055/lng=-122.133653/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5965,-122.133,"{'score': None, 'description': None, 'summary': None}","{'score': 37, 'description': 'Somewhat Bikeable'}"
756,1,8.0,Car-Dependent,2023-02-09 07:38:01.542611,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.43506/lng=-122.16275/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4345,-122.163,"{'score': None, 'description': None, 'summary': None}","{'score': 29, 'description': 'Somewhat Bikeable'}"
757,1,93.0,Walker's Paradise,2023-02-09 03:54:35.078912,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.640055/lng=-122.359005/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.64,-122.3595,"{'score': None, 'description': None, 'summary': None}","{'score': 70, 'description': 'Very Bikeable'}"
758,1,17.0,Car-Dependent,2023-02-09 07:43:06.840653,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.4605/lng=-122.191035/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.46,-122.1915,"{'score': None, 'description': None, 'summary': None}","{'score': 31, 'description': 'Somewhat Bikeable'}"
759,1,8.0,Car-Dependent,2023-02-09 04:36:19.347762,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.58557/lng=-122.08437/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.586,-122.085,,"{'score': 57, 'description': 'Bikeable'}"
760,1,48.0,Car-Dependent,2023-02-09 04:15:41.061310,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.58923/lng=-122.1344/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.589,-122.1345,"{'score': None, 'description': None, 'summary': None}","{'score': 73, 'description': 'Very Bikeable'}"
761,1,9.0,Car-Dependent,2023-02-09 07:00:59.610846,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.33367/lng=-122.34867/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.334,-122.349,"{'score': None, 'description': None, 'summary': None}","{'score': 19, 'description': 'Somewhat Bikeable'}"
762,1,21.0,Car-Dependent,2023-02-09 04:05:26.644574,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.61565/lng=-122.22293/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.616,-122.223,,"{'score': 10, 'description': 'Somewhat Bikeable'}"
763,1,41.0,Car-Dependent,2023-02-09 07:25:34.915409,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.30664/lng=-122.34084/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.307,-122.3415,"{'score': None, 'description': None, 'summary': None}","{'score': 58, 'description': 'Bikeable'}"
764,1,14.0,Car-Dependent,2023-02-09 07:42:22.229698,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.40373/lng=-122.180045/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.403,-122.1795,"{'score': None, 'description': None, 'summary': None}","{'score': 30, 'description': 'Somewhat Bikeable'}"
765,1,5.0,Car-Dependent,2023-02-01 05:14:02.702339,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.47604000000001/lng=-121.73782/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.4765,-121.7385,,"{'score': 25, 'description': 'Somewhat Bikeable'}"
766,1,60.0,Somewhat Walkable,2023-02-09 08:01:36.468461,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.384735/lng=-122.19919/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.385,-122.199,"{'score': None, 'description': None, 'summary': None}","{'score': 49, 'description': 'Somewhat Bikeable'}"
767,1,19.0,Car-Dependent,2023-02-09 00:48:23.461973,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.77369/lng=-122.236145/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7735,-122.2365,"{'score': None, 'description': None, 'summary': None}","{'score': 27, 'description': 'Somewhat Bikeable'}"
768,1,63.0,Somewhat Walkable,2023-02-09 03:23:19.524942,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.55909000000001/lng=-122.39661/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.559,-122.397,"{'score': None, 'description': None, 'summary': None}","{'score': 61, 'description': 'Bikeable'}"
769,1,28.0,Car-Dependent,2023-02-09 06:59:46.441761,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.39587/lng=-122.31344/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.3955,-122.313,,"{'score': 24, 'description': 'Somewhat Bikeable'}"
770,1,2.0,Car-Dependent,2023-02-09 04:23:15.638027,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.71741/lng=-122.11409/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.718,-122.1135,,"{'score': 17, 'description': 'Somewhat Bikeable'}"
771,1,20.0,Car-Dependent,2023-02-09 04:03:25.991894,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.70925/lng=-122.02981/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.709,-122.0295,,"{'score': 38, 'description': 'Somewhat Bikeable'}"
772,1,51.0,Somewhat Walkable,2023-02-09 03:47:53.886726,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.539455/lng=-122.37097/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.5395,-122.3715,"{'score': None, 'description': None, 'summary': None}","{'score': 54, 'description': 'Bikeable'}"
773,1,19.0,Car-Dependent,2023-02-09 08:06:45.983164,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.366955/lng=-122.11366/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.367,-122.1135,,"{'score': 40, 'description': 'Somewhat Bikeable'}"
774,1,52.0,Somewhat Walkable,2023-02-09 04:11:38.161561,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.50801/lng=-122.16185/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.508,-122.1615,"{'score': None, 'description': None, 'summary': None}","{'score': 47, 'description': 'Somewhat Bikeable'}"
775,1,25.0,Car-Dependent,2023-02-09 03:56:17.163081,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.69997/lng=-122.3076/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.7,-122.307,"{'score': None, 'description': None, 'summary': None}","{'score': 46, 'description': 'Somewhat Bikeable'}"
776,1,59.0,Somewhat Walkable,2023-02-09 04:28:36.672675,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.538445/lng=-122.172232/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.538,-122.172,,"{'score': 45, 'description': 'Somewhat Bikeable'}"
777,1,12.0,Car-Dependent,2023-02-09 07:59:16.441226,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.356055/lng=-122.061355/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.3565,-122.061,"{'score': None, 'description': None, 'summary': None}","{'score': 25, 'description': 'Somewhat Bikeable'}"
778,1,4.0,Car-Dependent,2023-02-09 07:30:27.126783,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.35905/lng=-122.32074/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.3595,-122.3205,,"{'score': 16, 'description': 'Somewhat Bikeable'}"
779,1,55.0,Somewhat Walkable,2023-02-09 08:13:28.570681,https://cdn.walk.sc/images/api-logo.png,https://cdn.walk.sc/images/api-more-info.gif,https://www.redfin.com/how-walk-score-works,https://www.walkscore.com/score/loc/lat=47.292275/lng=-122.18661000000002/?utm_source=stephanieciaccia.com&utm_medium=ws_api&utm_campaign=ws_api,https://www.redfin.com/how-walk-score-works,47.292,-122.187,"{'score': None, 'description': None, 'summary': None}","{'score': 41, 'description': 'Somewhat Bikeable'}"
